,imgname,R,G,B
0,./tops_img/top1.jpg,183.53057891276515,184.77167606722261,190.92794445021167
1,./tops_img/top2.jpg,226.5036331096197,226.4587543624161,228.4349100671141
2,./tops_img/top3.jpg,140.0352672998643,140.36028584350973,143.78485753052917
3,./tops_img/top4.jpg,129.79212244051703,129.20109278483184,130.63459806108443
4,./tops_img/top5.jpg,230.68848697214736,231.37546271338724,229.7501617250674
5,./tops_img/top6.jpg,202.08887939474855,208.9938673787272,232.15428927458834
6,./tops_img/top7.jpg,186.1751677852349,186.75246174496644,187.89569217002236
7,./tops_img/top8.jpg,184.90725652841783,188.87585130568357,196.26504577572965
