,imgname,R,G,B
0,./buttoms_img/but1.jpg,165.13998203054805,165.50612398921834,168.79259119496857
1,./buttoms_img/but2.jpg,162.64971402298852,162.46112367816093,164.1465324137931
2,./buttoms_img/but3.jpg,186.8197264021888,192.10053442772457,202.99300501595988
3,./buttoms_img/but4.jpg,126.95254271961493,129.13137906137183,131.86403008423585
4,./buttoms_img/but5.jpg,135.51760817084494,139.09714144227794,138.40378334880842
5,./buttoms_img/but6.jpg,181.84522344322343,174.16090720390721,158.5003772893773
6,./buttoms_img/but7.jpg,157.64270250896058,159.4976164874552,164.27225806451614
7,./buttoms_img/but8.jpg,171.265268403171,177.73763684409212,185.30324650811627
