,imgname,R,G,B
0,./outer_img/out1.jpg,157.4636046720575,157.5310548068284,162.3444761904762
1,./outer_img/out2.jpg,140.2633315266486,140.5836169828365,139.72802529358626
2,./outer_img/out3.jpg,110.36159207675642,114.24423150727328,123.11773073351904
3,./outer_img/out4.jpg,223.89995340501792,219.10055197132615,213.7926917562724
4,./outer_img/out5.jpg,155.12958592692829,148.7370248082995,134.56668651330628
5,./outer_img/out6.jpg,129.289739442947,127.61556334231805,128.25634860736747
6,./outer_img/out7.jpg,199.82723529411766,194.08582232893158,189.27765906362546
7,./outer_img/out8.jpg,128.6529539149888,129.1222586129754,132.92259149888145
